Location,Date,Time,Vehicle_Count,Traffic_Density,Average_Speed,Road_Type,Weather,Accident_Reported,Signal_Status
Sector 35,2025-04-19,13:00:00,1462,Medium,72,Street,Foggy,Yes,Green
Sector 22,2025-04-19,14:00:00,1633,Low,34,Street,Foggy,No,Yellow
IT Park,2025-04-19,15:00:00,273,Low,45,Main Road,Sunny,No,Green
Sector 17,2025-04-19,16:00:00,52,Low,33,Main Road,Sunny,No,Red
Sector 35,2025-04-19,17:00:00,421,Medium,67,Street,Sunny,No,Green
Sector 17,2025-04-19,18:00:00,1760,High,48,Main Road,Rainy,No,Green
Sector 35,2025-04-19,19:00:00,1519,Low,55,Highway,Sunny,Yes,Green
IT Park,2025-04-19,20:00:00,660,Low,19,Street,Rainy,No,Yellow
Sector 17,2025-04-19,21:00:00,165,Medium,41,Highway,Foggy,No,Green
Sector 43,2025-04-19,22:00:00,1343,Low,45,Main Road,Rainy,No,Green
Industrial Area,2025-04-19,23:00:00,496,High,37,Street,Foggy,No,Yellow
Industrial Area,2025-04-20,00:00:00,1441,Medium,25,Main Road,Rainy,No,Red
Sector 35,2025-04-20,01:00:00,1326,Low,25,Highway,Sunny,No,Red
Sector 43,2025-04-20,02:00:00,1390,Low,27,Main Road,Sunny,No,Yellow
Sector 17,2025-04-20,03:00:00,464,Medium,17,Highway,Rainy,No,Green
Sector 43,2025-04-20,04:00:00,1168,Medium,79,Main Road,Rainy,No,Red
Sector 43,2025-04-20,05:00:00,1858,Low,10,Highway,Sunny,No,Red
Sector 17,2025-04-20,06:00:00,941,High,71,Main Road,Foggy,No,Yellow
IT Park,2025-04-20,07:00:00,1097,Medium,47,Street,Foggy,No,Red
Sector 43,2025-04-20,08:00:00,1701,High,54,Street,Foggy,No,Red
Sector 43,2025-04-20,09:00:00,712,Low,67,Main Road,Foggy,No,Yellow
IT Park,2025-04-20,10:00:00,1923,High,10,Highway,Cloudy,No,Red
Sector 43,2025-04-20,11:00:00,1123,Low,41,Main Road,Foggy,No,Green
Sector 43,2025-04-20,12:00:00,1575,Low,17,Street,Cloudy,No,Yellow
Sector 43,2025-04-20,13:00:00,767,Low,49,Highway,Cloudy,No,Green
Industrial Area,2025-04-20,14:00:00,1571,Low,65,Main Road,Sunny,No,Green
Sector 22,2025-04-20,15:00:00,1408,High,72,Main Road,Sunny,No,Yellow
IT Park,2025-04-20,16:00:00,1152,Low,45,Highway,Rainy,No,Red
Sector 43,2025-04-20,17:00:00,1655,Low,66,Main Road,Foggy,No,Yellow
Industrial Area,2025-04-20,18:00:00,1100,High,54,Street,Foggy,Yes,Red
IT Park,2025-04-20,19:00:00,320,Medium,11,Street,Sunny,No,Green
Sector 35,2025-04-20,20:00:00,611,High,77,Highway,Sunny,No,Red
Sector 35,2025-04-20,21:00:00,853,High,59,Main Road,Sunny,No,Green
Sector 43,2025-04-20,22:00:00,296,High,38,Main Road,Rainy,Yes,Green
Industrial Area,2025-04-20,23:00:00,1849,Low,19,Street,Foggy,No,Green
Industrial Area,2025-04-21,00:00:00,1664,Low,36,Highway,Rainy,Yes,Yellow
IT Park,2025-04-21,01:00:00,436,Low,24,Highway,Cloudy,No,Red
IT Park,2025-04-21,02:00:00,751,Medium,69,Highway,Cloudy,No,Red
Industrial Area,2025-04-21,03:00:00,608,Low,40,Street,Foggy,No,Red
IT Park,2025-04-21,04:00:00,1022,Medium,30,Street,Sunny,Yes,Green
Industrial Area,2025-04-21,05:00:00,1434,Low,69,Highway,Sunny,No,Yellow
Sector 22,2025-04-21,06:00:00,1939,High,67,Highway,Rainy,No,Red
Industrial Area,2025-04-21,07:00:00,1033,Low,50,Main Road,Cloudy,No,Red
Sector 35,2025-04-21,08:00:00,1561,Medium,55,Main Road,Cloudy,No,Yellow
IT Park,2025-04-21,09:00:00,401,Medium,54,Highway,Foggy,No,Red
Industrial Area,2025-04-21,10:00:00,1774,Low,35,Street,Cloudy,No,Yellow
Industrial Area,2025-04-21,11:00:00,1329,High,60,Street,Sunny,No,Yellow
IT Park,2025-04-21,12:00:00,1295,Low,45,Main Road,Sunny,Yes,Red
Sector 22,2025-04-21,13:00:00,1957,Low,61,Highway,Sunny,No,Yellow
Sector 22,2025-04-21,14:00:00,802,Low,60,Street,Foggy,No,Yellow
IT Park,2025-04-21,15:00:00,830,High,12,Street,Rainy,No,Red
Sector 17,2025-04-21,16:00:00,1074,Medium,23,Street,Cloudy,No,Green
IT Park,2025-04-21,17:00:00,595,High,58,Street,Foggy,No,Red
IT Park,2025-04-21,18:00:00,1519,Medium,10,Main Road,Rainy,No,Red
Sector 22,2025-04-21,19:00:00,128,Medium,66,Street,Foggy,No,Green
Sector 22,2025-04-21,20:00:00,1309,Medium,26,Street,Cloudy,No,Yellow
IT Park,2025-04-21,21:00:00,383,High,59,Highway,Sunny,No,Red
IT Park,2025-04-21,22:00:00,938,Low,23,Highway,Rainy,No,Green
IT Park,2025-04-21,23:00:00,1422,Low,68,Main Road,Rainy,No,Green
Sector 22,2025-04-22,00:00:00,1171,Low,12,Main Road,Foggy,No,Red
IT Park,2025-04-22,01:00:00,1155,Low,49,Main Road,Foggy,No,Red
IT Park,2025-04-22,02:00:00,551,Low,75,Main Road,Sunny,No,Green
Sector 43,2025-04-22,03:00:00,1550,High,43,Street,Foggy,No,Red
Sector 17,2025-04-22,04:00:00,1777,High,18,Highway,Cloudy,No,Green
Sector 35,2025-04-22,05:00:00,814,High,30,Street,Cloudy,No,Red
Sector 17,2025-04-22,06:00:00,970,High,34,Street,Cloudy,No,Green
Sector 43,2025-04-22,07:00:00,599,High,53,Street,Cloudy,No,Red
Sector 35,2025-04-22,08:00:00,63,High,34,Highway,Sunny,No,Red
IT Park,2025-04-22,09:00:00,441,High,18,Main Road,Sunny,No,Red
Sector 43,2025-04-22,10:00:00,1420,Low,71,Main Road,Sunny,No,Yellow
IT Park,2025-04-22,11:00:00,359,Medium,35,Highway,Foggy,No,Red
Sector 22,2025-04-22,12:00:00,435,High,66,Highway,Sunny,No,Green
Industrial Area,2025-04-22,13:00:00,1282,Medium,46,Main Road,Rainy,No,Green
Sector 43,2025-04-22,14:00:00,1430,High,25,Street,Rainy,No,Yellow
Sector 22,2025-04-22,15:00:00,1023,High,46,Main Road,Rainy,No,Yellow
Sector 43,2025-04-22,16:00:00,1674,Low,33,Highway,Foggy,No,Yellow
Sector 43,2025-04-22,17:00:00,1641,Medium,35,Main Road,Foggy,No,Red
Sector 22,2025-04-22,18:00:00,1167,Low,29,Main Road,Sunny,No,Red
Sector 35,2025-04-22,19:00:00,1166,Low,18,Main Road,Cloudy,No,Green
Sector 17,2025-04-22,20:00:00,389,Medium,38,Highway,Rainy,No,Green
IT Park,2025-04-22,21:00:00,646,Low,40,Highway,Foggy,No,Red
Sector 43,2025-04-22,22:00:00,1518,High,28,Main Road,Rainy,No,Green
IT Park,2025-04-22,23:00:00,806,High,29,Main Road,Sunny,No,Red
Industrial Area,2025-04-23,00:00:00,1095,High,36,Street,Foggy,No,Yellow
Sector 22,2025-04-23,01:00:00,340,High,53,Street,Cloudy,No,Red
IT Park,2025-04-23,02:00:00,1558,High,44,Main Road,Cloudy,No,Red
Sector 22,2025-04-23,03:00:00,1857,Low,31,Highway,Foggy,No,Red
IT Park,2025-04-23,04:00:00,355,Low,24,Street,Cloudy,No,Green
Sector 17,2025-04-23,05:00:00,683,High,22,Main Road,Sunny,No,Red
Sector 17,2025-04-23,06:00:00,1201,High,13,Street,Cloudy,No,Red
Sector 17,2025-04-23,07:00:00,674,Low,65,Street,Rainy,No,Red
Sector 17,2025-04-23,08:00:00,988,Medium,32,Street,Rainy,Yes,Yellow
Sector 17,2025-04-23,09:00:00,1346,Low,43,Highway,Rainy,No,Red
Sector 17,2025-04-23,10:00:00,897,Low,26,Main Road,Foggy,No,Red
Sector 22,2025-04-23,11:00:00,491,Low,37,Highway,Foggy,No,Red
Sector 43,2025-04-23,12:00:00,552,Low,23,Highway,Foggy,No,Green
IT Park,2025-04-23,13:00:00,179,Low,43,Street,Foggy,No,Yellow
Sector 17,2025-04-23,14:00:00,1205,Medium,66,Main Road,Foggy,No,Yellow
Sector 22,2025-04-23,15:00:00,646,High,64,Street,Sunny,No,Red
Sector 22,2025-04-23,16:00:00,1555,High,75,Highway,Foggy,No,Red
Sector 22,2025-04-23,17:00:00,911,Medium,46,Highway,Cloudy,No,Green
Sector 43,2025-04-23,18:00:00,1463,High,77,Main Road,Sunny,No,Red
IT Park,2025-04-23,19:00:00,642,High,35,Highway,Foggy,No,Green
Sector 43,2025-04-23,20:00:00,1048,High,70,Highway,Cloudy,No,Red
Sector 35,2025-04-23,21:00:00,374,Medium,76,Main Road,Sunny,No,Green
Sector 22,2025-04-23,22:00:00,1142,Medium,61,Street,Rainy,No,Yellow
Sector 35,2025-04-23,23:00:00,1733,High,27,Main Road,Sunny,No,Red
Industrial Area,2025-04-24,00:00:00,497,High,62,Highway,Foggy,No,Green
Sector 17,2025-04-24,01:00:00,1601,High,72,Main Road,Sunny,No,Green
Sector 17,2025-04-24,02:00:00,868,Low,62,Street,Sunny,No,Red
Sector 43,2025-04-24,03:00:00,1690,Low,36,Highway,Rainy,No,Green
IT Park,2025-04-24,04:00:00,1238,Low,40,Street,Sunny,No,Red
Sector 35,2025-04-24,05:00:00,1561,Medium,10,Street,Sunny,Yes,Red
IT Park,2025-04-24,06:00:00,1786,High,15,Main Road,Rainy,No,Green
Sector 43,2025-04-24,07:00:00,758,Medium,20,Street,Foggy,No,Green
Sector 17,2025-04-24,08:00:00,1499,Medium,43,Main Road,Cloudy,No,Green
IT Park,2025-04-24,09:00:00,1770,Medium,72,Main Road,Sunny,No,Yellow
IT Park,2025-04-24,10:00:00,1907,High,62,Street,Rainy,No,Red
Sector 17,2025-04-24,11:00:00,314,Low,27,Main Road,Sunny,No,Red
Sector 35,2025-04-24,12:00:00,1948,High,30,Main Road,Foggy,No,Yellow
Sector 17,2025-04-24,13:00:00,661,High,28,Street,Foggy,No,Yellow
IT Park,2025-04-24,14:00:00,1415,Medium,13,Highway,Rainy,No,Green
Sector 35,2025-04-24,15:00:00,881,Medium,38,Main Road,Cloudy,No,Red
Sector 35,2025-04-24,16:00:00,1799,Medium,34,Main Road,Cloudy,No,Yellow
Sector 17,2025-04-24,17:00:00,1351,Low,65,Street,Sunny,No,Yellow
IT Park,2025-04-24,18:00:00,723,Low,72,Main Road,Rainy,No,Red
Sector 43,2025-04-24,19:00:00,1512,Low,36,Street,Cloudy,No,Red
IT Park,2025-04-24,20:00:00,206,High,69,Highway,Foggy,No,Red
Sector 22,2025-04-24,21:00:00,1495,Medium,58,Highway,Cloudy,No,Green
Industrial Area,2025-04-24,22:00:00,300,High,74,Street,Rainy,Yes,Yellow
Sector 43,2025-04-24,23:00:00,927,Low,47,Highway,Foggy,No,Green
Sector 35,2025-04-25,00:00:00,1682,Medium,61,Street,Sunny,No,Red
Sector 43,2025-04-25,01:00:00,579,Low,10,Main Road,Foggy,No,Red
Sector 35,2025-04-25,02:00:00,376,Medium,49,Highway,Cloudy,No,Yellow
Sector 35,2025-04-25,03:00:00,1010,Medium,30,Main Road,Cloudy,No,Green
Sector 43,2025-04-25,04:00:00,944,High,24,Main Road,Cloudy,No,Green
Sector 35,2025-04-25,05:00:00,146,High,59,Street,Sunny,No,Green
Sector 35,2025-04-25,06:00:00,562,Low,57,Highway,Cloudy,No,Red
Sector 22,2025-04-25,07:00:00,265,High,41,Highway,Rainy,No,Yellow
IT Park,2025-04-25,08:00:00,1205,High,58,Main Road,Sunny,No,Green
IT Park,2025-04-25,09:00:00,1333,High,77,Main Road,Foggy,No,Red
Industrial Area,2025-04-25,10:00:00,174,Medium,54,Street,Cloudy,No,Red
Industrial Area,2025-04-25,11:00:00,1155,High,41,Highway,Rainy,No,Green
Sector 22,2025-04-25,12:00:00,1356,Low,13,Street,Rainy,No,Yellow
Industrial Area,2025-04-25,13:00:00,1756,Medium,74,Street,Sunny,No,Yellow
Sector 43,2025-04-25,14:00:00,108,Medium,74,Street,Rainy,No,Green
Sector 17,2025-04-25,15:00:00,1617,High,27,Highway,Sunny,No,Red
Sector 17,2025-04-25,16:00:00,210,Medium,63,Street,Sunny,No,Red
Sector 17,2025-04-25,17:00:00,333,Low,56,Highway,Sunny,No,Green
Sector 22,2025-04-25,18:00:00,155,Low,15,Street,Foggy,No,Red
Sector 22,2025-04-25,19:00:00,1178,Medium,75,Main Road,Foggy,No,Red
Sector 35,2025-04-25,20:00:00,1512,High,18,Street,Rainy,Yes,Green
Sector 17,2025-04-25,21:00:00,277,High,77,Street,Foggy,No,Red
Sector 43,2025-04-25,22:00:00,1773,Medium,32,Highway,Sunny,No,Green
Industrial Area,2025-04-25,23:00:00,1655,Low,52,Main Road,Sunny,Yes,Green
Sector 43,2025-04-26,00:00:00,367,Medium,60,Main Road,Foggy,No,Green
Industrial Area,2025-04-26,01:00:00,1537,High,34,Highway,Rainy,No,Red
Sector 17,2025-04-26,02:00:00,851,High,44,Highway,Sunny,No,Green
Sector 17,2025-04-26,03:00:00,1672,Medium,26,Main Road,Foggy,No,Red
Sector 17,2025-04-26,04:00:00,1955,Low,27,Highway,Cloudy,No,Green
Sector 22,2025-04-26,05:00:00,923,Medium,36,Main Road,Rainy,Yes,Yellow
Industrial Area,2025-04-26,06:00:00,521,Low,24,Street,Rainy,No,Red
Sector 22,2025-04-26,07:00:00,1129,Low,78,Street,Rainy,No,Red
Sector 22,2025-04-26,08:00:00,674,Medium,24,Main Road,Cloudy,No,Red
IT Park,2025-04-26,09:00:00,62,Medium,51,Main Road,Sunny,No,Yellow
Sector 43,2025-04-26,10:00:00,1513,Low,43,Street,Rainy,No,Green
Sector 43,2025-04-26,11:00:00,1091,Low,57,Street,Foggy,No,Yellow
Sector 35,2025-04-26,12:00:00,743,Low,17,Main Road,Rainy,No,Green
Sector 22,2025-04-26,13:00:00,1022,Low,19,Highway,Foggy,No,Green
Industrial Area,2025-04-26,14:00:00,162,High,14,Highway,Rainy,No,Green
IT Park,2025-04-26,15:00:00,278,Medium,57,Main Road,Foggy,No,Green
IT Park,2025-04-26,16:00:00,220,Low,35,Highway,Foggy,No,Green
Sector 43,2025-04-26,17:00:00,344,Medium,32,Street,Foggy,No,Yellow
Sector 22,2025-04-26,18:00:00,238,Low,71,Street,Cloudy,Yes,Red
Sector 35,2025-04-26,19:00:00,475,Medium,22,Highway,Cloudy,Yes,Yellow
Sector 22,2025-04-26,20:00:00,1026,Medium,18,Main Road,Cloudy,No,Red
Sector 17,2025-04-26,21:00:00,1152,Low,29,Street,Sunny,No,Red
Sector 22,2025-04-26,22:00:00,707,Low,66,Street,Foggy,No,Red
Sector 17,2025-04-26,23:00:00,968,Medium,33,Street,Sunny,No,Yellow
Sector 17,2025-04-27,00:00:00,1255,Medium,42,Highway,Cloudy,No,Green
Sector 35,2025-04-27,01:00:00,548,Medium,29,Main Road,Foggy,No,Green
Industrial Area,2025-04-27,02:00:00,1871,High,69,Highway,Sunny,Yes,Red
Sector 43,2025-04-27,03:00:00,811,Low,57,Main Road,Cloudy,No,Green
Sector 22,2025-04-27,04:00:00,915,High,73,Main Road,Sunny,No,Green
Sector 17,2025-04-27,05:00:00,875,High,39,Highway,Sunny,No,Yellow
Sector 22,2025-04-27,06:00:00,1781,Low,26,Street,Cloudy,Yes,Green
Industrial Area,2025-04-27,07:00:00,1908,Low,23,Main Road,Foggy,No,Green
Sector 43,2025-04-27,08:00:00,120,High,28,Highway,Rainy,No,Yellow
Industrial Area,2025-04-27,09:00:00,297,Low,68,Street,Rainy,No,Green
Sector 43,2025-04-27,10:00:00,195,Medium,76,Main Road,Sunny,No,Red
IT Park,2025-04-27,11:00:00,1691,Medium,53,Main Road,Sunny,No,Yellow
Sector 43,2025-04-27,12:00:00,1848,High,41,Street,Sunny,No,Green
Sector 35,2025-04-27,13:00:00,1369,High,20,Main Road,Foggy,Yes,Green
Industrial Area,2025-04-27,14:00:00,631,Low,11,Highway,Sunny,No,Yellow
Sector 17,2025-04-27,15:00:00,519,Low,77,Main Road,Sunny,No,Red
IT Park,2025-04-27,16:00:00,1579,High,26,Main Road,Sunny,Yes,Yellow
Sector 35,2025-04-27,17:00:00,242,High,49,Street,Cloudy,No,Red
Sector 22,2025-04-27,18:00:00,1141,Medium,55,Highway,Rainy,No,Yellow
Industrial Area,2025-04-27,19:00:00,543,Medium,13,Street,Rainy,No,Green
Sector 17,2025-04-27,20:00:00,1890,Low,47,Highway,Cloudy,No,Yellow
Sector 43,2025-04-27,21:00:00,101,Medium,72,Street,Foggy,No,Yellow
Sector 17,2025-04-27,22:00:00,931,Low,38,Main Road,Foggy,No,Red
Sector 22,2025-04-27,23:00:00,412,Low,28,Highway,Foggy,No,Yellow
IT Park,2025-04-28,00:00:00,1870,Low,38,Highway,Cloudy,No,Red
IT Park,2025-04-28,01:00:00,966,Medium,44,Main Road,Rainy,Yes,Yellow
Industrial Area,2025-04-28,02:00:00,523,High,79,Street,Rainy,No,Green
IT Park,2025-04-28,03:00:00,1919,High,32,Highway,Sunny,No,Yellow
Industrial Area,2025-04-28,04:00:00,570,Medium,55,Main Road,Rainy,Yes,Green
Industrial Area,2025-04-28,05:00:00,1836,High,53,Main Road,Foggy,Yes,Red
Industrial Area,2025-04-28,06:00:00,1504,Low,57,Highway,Foggy,Yes,Red
Sector 43,2025-04-28,07:00:00,1917,High,61,Highway,Sunny,No,Red
Sector 35,2025-04-28,08:00:00,1371,Medium,17,Highway,Sunny,No,Red
Industrial Area,2025-04-28,09:00:00,1508,High,64,Main Road,Rainy,No,Yellow
Industrial Area,2025-04-28,10:00:00,1769,Low,75,Street,Sunny,No,Yellow
Sector 35,2025-04-28,11:00:00,740,Low,49,Street,Sunny,No,Yellow
Sector 17,2025-04-28,12:00:00,1271,Medium,40,Highway,Cloudy,No,Green
Industrial Area,2025-04-28,13:00:00,1201,Medium,57,Main Road,Rainy,Yes,Yellow
Sector 43,2025-04-28,14:00:00,581,Medium,70,Main Road,Foggy,No,Green
IT Park,2025-04-28,15:00:00,1484,Low,61,Highway,Cloudy,Yes,Green
IT Park,2025-04-28,16:00:00,889,High,47,Main Road,Foggy,No,Yellow
Sector 22,2025-04-28,17:00:00,1138,High,45,Main Road,Sunny,No,Green
Sector 22,2025-04-28,18:00:00,1767,Medium,64,Main Road,Sunny,No,Red
IT Park,2025-04-28,19:00:00,290,High,22,Highway,Foggy,No,Yellow
IT Park,2025-04-28,20:00:00,1442,High,46,Highway,Cloudy,No,Yellow
Sector 43,2025-04-28,21:00:00,585,Medium,56,Highway,Cloudy,No,Green
Sector 35,2025-04-28,22:00:00,1457,Medium,31,Street,Cloudy,No,Yellow
Sector 22,2025-04-28,23:00:00,1504,Low,48,Street,Sunny,No,Yellow
Sector 35,2025-04-29,00:00:00,132,Low,67,Highway,Rainy,No,Green
Sector 43,2025-04-29,01:00:00,1031,Low,39,Main Road,Sunny,No,Yellow
IT Park,2025-04-29,02:00:00,1904,Low,27,Main Road,Foggy,No,Yellow
Industrial Area,2025-04-29,03:00:00,1770,High,27,Highway,Cloudy,No,Yellow
Sector 35,2025-04-29,04:00:00,1000,High,48,Main Road,Rainy,No,Green
IT Park,2025-04-29,05:00:00,1901,Low,35,Main Road,Cloudy,No,Yellow
IT Park,2025-04-29,06:00:00,660,Low,16,Street,Sunny,No,Yellow
Sector 17,2025-04-29,07:00:00,623,Medium,78,Main Road,Rainy,No,Yellow
Sector 35,2025-04-29,08:00:00,335,High,74,Main Road,Rainy,No,Red
Industrial Area,2025-04-29,09:00:00,1038,High,55,Highway,Sunny,No,Yellow
Sector 35,2025-04-29,10:00:00,1607,Low,27,Street,Cloudy,No,Green
IT Park,2025-04-29,11:00:00,508,High,22,Street,Cloudy,No,Red
Industrial Area,2025-04-29,12:00:00,1285,Medium,34,Main Road,Cloudy,No,Green
Sector 43,2025-04-29,13:00:00,175,Medium,17,Highway,Sunny,No,Yellow
Sector 17,2025-04-29,14:00:00,1486,High,41,Street,Foggy,No,Yellow
IT Park,2025-04-29,15:00:00,1572,Low,26,Street,Foggy,No,Yellow
Sector 22,2025-04-29,16:00:00,474,High,57,Main Road,Cloudy,No,Red
Sector 22,2025-04-29,17:00:00,603,Medium,72,Street,Rainy,No,Yellow
Sector 17,2025-04-29,18:00:00,659,Low,49,Highway,Foggy,No,Green
Sector 43,2025-04-29,19:00:00,1616,High,24,Highway,Cloudy,No,Red
IT Park,2025-04-29,20:00:00,1231,Low,15,Street,Foggy,No,Green
Sector 35,2025-04-29,21:00:00,161,Low,72,Highway,Cloudy,No,Green
Sector 17,2025-04-29,22:00:00,451,Medium,17,Highway,Foggy,Yes,Green
Sector 43,2025-04-29,23:00:00,1832,Low,41,Main Road,Foggy,No,Green
Sector 35,2025-04-30,00:00:00,171,High,54,Street,Rainy,No,Green
Sector 22,2025-04-30,01:00:00,322,Low,61,Street,Rainy,No,Yellow
Sector 22,2025-04-30,02:00:00,1367,Low,22,Main Road,Foggy,No,Green
Sector 35,2025-04-30,03:00:00,447,High,33,Main Road,Cloudy,No,Green
Sector 17,2025-04-30,04:00:00,520,Medium,49,Main Road,Rainy,No,Yellow
Sector 22,2025-04-30,05:00:00,1034,Medium,23,Main Road,Sunny,No,Red
IT Park,2025-04-30,06:00:00,1280,High,79,Highway,Rainy,No,Yellow
Industrial Area,2025-04-30,07:00:00,1183,High,71,Highway,Foggy,No,Red
Sector 35,2025-04-30,08:00:00,1513,Medium,70,Main Road,Foggy,No,Green
Sector 35,2025-04-30,09:00:00,1351,Low,10,Street,Sunny,No,Yellow
Sector 22,2025-04-30,10:00:00,1641,High,75,Street,Rainy,No,Red
Sector 17,2025-04-30,11:00:00,1960,Low,41,Street,Foggy,No,Red
IT Park,2025-04-30,12:00:00,1988,High,22,Main Road,Sunny,No,Yellow
Sector 17,2025-04-30,13:00:00,618,Medium,42,Highway,Sunny,No,Yellow
Sector 43,2025-04-30,14:00:00,1555,Low,41,Highway,Cloudy,No,Yellow
Sector 43,2025-04-30,15:00:00,1876,Low,65,Highway,Rainy,No,Yellow
Industrial Area,2025-04-30,16:00:00,1187,High,33,Highway,Rainy,Yes,Yellow
Sector 22,2025-04-30,17:00:00,1966,Low,13,Street,Rainy,No,Green
Sector 22,2025-04-30,18:00:00,946,High,32,Street,Foggy,No,Green
Sector 22,2025-04-30,19:00:00,869,Medium,38,Highway,Sunny,No,Yellow
Industrial Area,2025-04-30,20:00:00,902,Low,30,Main Road,Cloudy,No,Yellow
Sector 43,2025-04-30,21:00:00,1550,High,39,Highway,Rainy,No,Green
Sector 17,2025-04-30,22:00:00,759,Low,29,Highway,Cloudy,No,Red
Industrial Area,2025-04-30,23:00:00,370,High,25,Main Road,Cloudy,No,Green
Industrial Area,2025-05-01,00:00:00,228,High,76,Highway,Sunny,No,Yellow
Sector 17,2025-05-01,01:00:00,946,High,58,Street,Rainy,No,Red
Sector 22,2025-05-01,02:00:00,268,Medium,67,Main Road,Cloudy,No,Yellow
IT Park,2025-05-01,03:00:00,838,Low,53,Main Road,Rainy,No,Red
Sector 17,2025-05-01,04:00:00,1601,Medium,34,Highway,Rainy,No,Yellow
Sector 43,2025-05-01,05:00:00,541,High,32,Street,Rainy,No,Green
Sector 35,2025-05-01,06:00:00,1964,High,68,Street,Cloudy,No,Yellow
Sector 35,2025-05-01,07:00:00,110,Medium,10,Street,Sunny,No,Green
Industrial Area,2025-05-01,08:00:00,1127,Medium,24,Highway,Sunny,No,Red
Sector 35,2025-05-01,09:00:00,1753,Low,61,Highway,Cloudy,No,Green
IT Park,2025-05-01,10:00:00,587,High,67,Street,Foggy,No,Red
Sector 22,2025-05-01,11:00:00,897,Medium,50,Highway,Rainy,No,Yellow
Sector 43,2025-05-01,12:00:00,1037,High,53,Street,Rainy,No,Green
IT Park,2025-05-01,13:00:00,114,High,13,Highway,Sunny,No,Red
Sector 43,2025-05-01,14:00:00,1685,Low,77,Main Road,Cloudy,No,Red
Sector 43,2025-05-01,15:00:00,635,Low,16,Main Road,Cloudy,No,Red
Sector 22,2025-05-01,16:00:00,1777,Low,55,Highway,Foggy,No,Red
Industrial Area,2025-05-01,17:00:00,220,Medium,18,Highway,Foggy,No,Yellow
Sector 35,2025-05-01,18:00:00,1346,High,42,Street,Sunny,No,Yellow
Sector 22,2025-05-01,19:00:00,1962,Medium,42,Main Road,Foggy,No,Yellow
IT Park,2025-05-01,20:00:00,1772,Medium,13,Street,Foggy,No,Red
Industrial Area,2025-05-01,21:00:00,584,Low,74,Highway,Cloudy,No,Yellow
IT Park,2025-05-01,22:00:00,1464,High,43,Street,Cloudy,No,Red
Industrial Area,2025-05-01,23:00:00,742,High,73,Street,Foggy,No,Red
IT Park,2025-05-02,00:00:00,1400,Low,34,Highway,Sunny,No,Red
Sector 22,2025-05-02,01:00:00,157,High,64,Main Road,Foggy,No,Green
Industrial Area,2025-05-02,02:00:00,1920,Low,18,Street,Sunny,No,Yellow
Industrial Area,2025-05-02,03:00:00,1235,Medium,26,Highway,Foggy,No,Yellow
Sector 43,2025-05-02,04:00:00,863,Medium,30,Street,Cloudy,No,Green
Sector 43,2025-05-02,05:00:00,1054,Low,69,Highway,Cloudy,No,Green
Sector 17,2025-05-02,06:00:00,501,Medium,22,Highway,Sunny,No,Green
IT Park,2025-05-02,07:00:00,1279,Medium,12,Highway,Foggy,No,Green
Sector 43,2025-05-02,08:00:00,639,Low,77,Main Road,Foggy,No,Red
Sector 17,2025-05-02,09:00:00,1089,Medium,13,Main Road,Sunny,No,Yellow
Sector 43,2025-05-02,10:00:00,376,High,16,Highway,Foggy,Yes,Yellow
IT Park,2025-05-02,11:00:00,657,Medium,35,Main Road,Rainy,No,Yellow
Industrial Area,2025-05-02,12:00:00,708,Low,33,Street,Cloudy,No,Red
Sector 35,2025-05-02,13:00:00,51,High,19,Main Road,Cloudy,No,Yellow
IT Park,2025-05-02,14:00:00,1083,High,22,Main Road,Sunny,No,Green
Sector 22,2025-05-02,15:00:00,483,Medium,53,Street,Foggy,No,Yellow
Sector 43,2025-05-02,16:00:00,174,High,48,Street,Sunny,No,Yellow
Sector 43,2025-05-02,17:00:00,1154,Low,28,Street,Rainy,No,Red
Industrial Area,2025-05-02,18:00:00,534,High,60,Highway,Foggy,No,Green
Sector 22,2025-05-02,19:00:00,701,Medium,28,Street,Rainy,No,Green
Industrial Area,2025-05-02,20:00:00,1911,Medium,61,Street,Sunny,No,Green
Sector 22,2025-05-02,21:00:00,1223,High,56,Street,Cloudy,No,Yellow
Sector 35,2025-05-02,22:00:00,849,Low,39,Highway,Rainy,No,Green
Sector 43,2025-05-02,23:00:00,922,Low,55,Main Road,Foggy,No,Green
Sector 43,2025-05-03,00:00:00,1413,Medium,30,Highway,Sunny,Yes,Yellow
Sector 35,2025-05-03,01:00:00,178,Medium,57,Main Road,Sunny,No,Red
Sector 17,2025-05-03,02:00:00,487,Low,71,Street,Sunny,No,Yellow
Industrial Area,2025-05-03,03:00:00,800,High,67,Highway,Cloudy,No,Red
Sector 35,2025-05-03,04:00:00,550,High,27,Highway,Sunny,No,Red
Industrial Area,2025-05-03,05:00:00,1131,High,68,Main Road,Sunny,No,Green
IT Park,2025-05-03,06:00:00,1271,High,57,Highway,Cloudy,No,Green
Sector 43,2025-05-03,07:00:00,260,Low,72,Highway,Sunny,No,Yellow
Industrial Area,2025-05-03,08:00:00,1987,Medium,21,Main Road,Sunny,No,Red
Sector 22,2025-05-03,09:00:00,951,Medium,43,Highway,Rainy,No,Yellow
Industrial Area,2025-05-03,10:00:00,94,High,70,Highway,Sunny,No,Green
IT Park,2025-05-03,11:00:00,1170,Low,62,Street,Cloudy,No,Red
Sector 43,2025-05-03,12:00:00,1352,Low,34,Street,Rainy,No,Green
